"W_FROM","W_TO","MEAN_PWD","MEDIAN_PWD","MAX_PWD","SUM_BRL"
574,874,0.207373838682231,0.206019694213471,0.491257669352656,7.26510792908909
575,875,0.207432860728831,0.205851975482041,0.506951468482167,7.1184658776464
576,876,0.209630163202626,0.208297418631146,0.501547163597903,7.13907822679743
577,877,0.213212740270415,0.212526994736484,0.505674551235989,7.66109631026134
578,878,0.212526243962872,0.211567310469241,0.506139755283154,7.86586815667679
579,879,0.217324148077822,0.21612386944936,0.51058913501232,7.83953547789838
580,880,0.234173954665388,0.232678089971136,0.585142957704788,8.23756401666548
581,881,0.244991772461922,0.242654066954182,0.599056863492276,8.29687451211638
582,882,0.235853824673126,0.238269280583857,0.561984357396688,8.31336949054924
583,883,0.2384900815047,0.240543204041979,0.566551925351845,8.36934146057804
584,884,0.236596689863221,0.238041181826608,0.574723647110484,8.27022305025027
585,885,0.235833163183991,0.237776192903716,0.561786702102827,8.3700607754559
586,886,0.234292771205912,0.235843196254374,0.560020882276314,8.31979087441479
587,887,0.234310032928726,0.23593683666631,0.55970981444538,8.31508966313594
588,888,0.240323107550215,0.242767718636595,0.564800408281719,8.27809387751954
589,889,0.274360372093683,0.277671259628401,0.625071814374874,9.26933660444399
590,890,0.277371685177425,0.281289008277971,0.626867621693784,9.34173930480932
591,891,0.27429661823294,0.277542971213726,0.603738974092769,9.2034738027237
592,892,0.260273183648718,0.263703271742924,0.584290501062349,8.68737149726499
593,893,0.251567161390863,0.256447618905121,0.576542151956721,8.4649265994851
594,894,0.265635513203845,0.269122126657194,0.595407142948421,8.83219379333252
595,895,0.28301541024481,0.286769207146735,0.627650646704006,9.38034112887934
596,896,0.263352234605019,0.2673230646051,0.586904508973038,8.67733442114979
597,897,0.275412476889242,0.279163876498882,0.639811613480238,8.89528697616037
598,898,0.264412861333922,0.268737693865791,0.581996029627085,8.68522440470229
599,899,0.27403922775789,0.2788258373296,0.595998604675989,8.83688672247937
600,900,0.274905997399322,0.278608377224302,0.595927034769211,9.11003745808427
601,901,0.26834394074883,0.27149793533074,0.601177763475868,8.8174810513446
602,902,0.277341954556544,0.281795660523015,0.603099670149452,9.16852142379332
603,903,0.272308493498842,0.276080168320377,0.593173493735859,9.0601110560775
604,904,0.270972444796458,0.27447446130883,0.587455737012958,8.98262936617538
605,905,0.269469094974398,0.27288291295394,0.578932789775748,8.79640767320463
606,906,0.253238412115286,0.255866220514601,0.512172306574473,8.32443975774996
607,907,0.232256832104827,0.235821037126947,0.513081534025495,8.1027269801603
608,908,0.244820972301753,0.247353918060121,0.539087275316681,8.45411918587973
609,909,0.238705050011905,0.240852911342081,0.533654415928041,8.33916718964592
610,910,0.242769708335336,0.244547288817116,0.58577868205914,8.25754975436969
611,911,0.254373675395295,0.257419493940412,0.580908020095719,8.46793650247476
612,912,0.27918716766942,0.28192134697201,0.609330526370118,8.60934766275052
613,913,0.276447537197248,0.279354250498281,0.601557034305525,8.51715977817291
614,914,0.246674023798498,0.249538582249157,0.545644393537642,8.59044325024509
615,915,0.248732123540385,0.251188241954247,0.555146292890627,8.85020441608008
616,916,0.259126591722658,0.260234546499088,0.569599759643297,8.23697215289587
617,917,0.243347791841283,0.246673215821095,0.506315809762948,8.49002874313675
618,918,0.242896522934002,0.245257941770519,0.508089469905198,8.37553542798373
619,919,0.247713012480407,0.248908403194587,0.524815789137526,8.48841975877493
620,920,0.247847925090125,0.249958004491678,0.520161586528805,8.69008525219192
621,921,0.280035176068502,0.282152443663828,0.597821230424054,8.59424437545196
622,922,0.254857243802568,0.256606458308234,0.580397840543062,8.6526314318238
623,923,0.276654365206751,0.27875055440245,0.586775312087124,8.48507881446407
624,924,0.290189254361808,0.292892557163388,0.613426648026019,8.84391599004874
625,925,0.252219152062387,0.254823766116148,0.528280750376928,8.83629976923875
626,926,0.248441610664267,0.25101587714224,0.531254679811963,8.70505102683359
627,927,0.254877212408211,0.257549910799325,0.539957287301139,9.07516508595525
628,928,0.259547453564349,0.261412703545355,0.548956398185565,8.9573021309501
629,929,0.261641683429946,0.262559382133218,0.580913329625805,8.99143249710888
630,930,0.263719387123036,0.265498377881228,0.58231667401163,9.08151776301054
631,931,0.258853411529588,0.260446632697017,0.558312749787214,8.93890671339694
632,932,0.262119109285922,0.263630552986427,0.560589312774116,9.10340858515663
633,933,0.26403373267487,0.265825509009882,0.563203322753096,8.9725900705736
634,934,0.257432350877001,0.258966432820789,0.555573531819799,8.71542514850537
635,935,0.246443316359018,0.24805565144855,0.529431217418507,8.73387013719981
636,936,0.255890543420905,0.259469560447511,0.553648377906489,8.41308311149702
637,937,0.259839131683936,0.263990815195525,0.548328148052578,8.59488963978634
638,938,0.277398100535364,0.28276976328932,0.590115419873176,9.11545185462526
639,939,0.276202305115996,0.278790990841575,0.587070502640974,9.86437706792057
640,940,0.27929962940165,0.283431655546474,0.578366879548236,9.45540786694251
641,941,0.278902590056204,0.281428832164811,0.589011998271272,9.93026688704815
642,942,0.263469787739317,0.265985938662113,0.537890837647729,9.2215796654996
643,943,0.264804731400589,0.268683515483939,0.557015985862025,9.27655136015598
644,944,0.254033684548296,0.257191610770467,0.520408303127769,8.79380951016219
645,945,0.266146969145844,0.269650117027555,0.552567792653239,9.20325761195242
646,946,0.286870456149313,0.290617155801861,0.622395210574664,9.76022056851384
647,947,0.269441697925381,0.273100174575738,0.559597938446395,9.40911533962735
648,948,0.261935045154325,0.265794585349757,0.527739821643359,9.30328273487117
649,949,0.315213177849672,0.318873166011965,0.628357015513388,9.89791751365115
650,950,0.305711667218865,0.310121197884545,0.646084301070857,9.84761774686846
651,951,0.304477282901963,0.309390502342874,0.624549531615186,9.75533693809763
652,952,0.256769502540618,0.262998949698972,0.513505881464016,9.10504552595
653,953,0.259313749778311,0.265102792061394,0.526818744107862,9.33973961862132
654,954,0.255567986884089,0.261362993876022,0.500917407932498,9.11150643408964
655,955,0.241570500801345,0.246715414163698,0.480715957132465,8.5600662320737
656,956,0.226305046604554,0.230381585912945,0.458417698594824,8.33084181355628
657,957,0.222651819122496,0.226427048786821,0.454546630966693,8.25570021231077
658,958,0.228607493667472,0.23299388898034,0.462223499288004,8.33153181275644
659,959,0.227636175811608,0.231741310750881,0.467483556776563,8.38489969591038
660,960,0.236347631244271,0.240683011818951,0.47620462889678,8.63367817460991
661,961,0.253119436303073,0.259245327709199,0.509466287341788,8.97131088709491
662,962,0.235828862937477,0.241956144167416,0.49226873172536,8.8051005460389
663,963,0.234616668541475,0.242070908597288,0.452560659321341,8.61614782863965
664,964,0.23714518480722,0.244858923004472,0.454912546973795,8.67896294667981
665,965,0.241616163311424,0.249234595521863,0.470577462031551,8.72719964318252
666,966,0.225882811527266,0.232801813206284,0.426778968498941,8.28349295403735
667,967,0.224585037045482,0.23070455430512,0.463673577331988,8.41205742611799
668,968,0.220129299100048,0.226542557306078,0.456733426830826,8.15922969533783
669,969,0.232315183719777,0.239502302223757,0.460412903232462,8.5748102231054
670,970,0.234461021826109,0.243134596058666,0.465279999151551,8.51557759731042
671,971,0.231969955452971,0.240002746419921,0.467437888548506,8.54300772226644
672,972,0.237132673612931,0.243195065966998,0.449436845909762,8.59989208928493
673,973,0.225699050338333,0.229987159178777,0.4339420858051,8.00913161636942
674,974,0.230372566967903,0.235817957863782,0.45865920457652,8.22474286272472
675,975,0.229220009472631,0.234496940608779,0.459654446414839,8.2855287108907
676,976,0.235011391285162,0.238907081874522,0.471366938469448,8.24979834567242
677,977,0.230741825772378,0.235293932107744,0.45924113405086,8.26877173295467
678,978,0.233691707100265,0.239462366599282,0.443954394330493,8.32461738926904
679,979,0.230364275351029,0.235650663063658,0.455688311303878,8.26223319287608
680,980,0.228697941895206,0.233247112908678,0.457486857835029,8.23481574731072
681,981,0.230517757531181,0.235498656394615,0.46070336183789,8.28678508319054
682,982,0.236864624405166,0.242251196853795,0.457870722352693,8.61067650588629
683,983,0.236360064373259,0.242327316657144,0.458341508693469,8.61963919636524
684,984,0.236367244922912,0.24195686903118,0.468932930101871,8.74962366297625
685,985,0.24733222194957,0.252595306382921,0.473126858551661,9.0937454445334
686,986,0.247525966212625,0.252787327140514,0.472926641724438,9.08085868045122
687,987,0.240968364718675,0.246038414918046,0.472566014309867,8.90431521719588
688,988,0.244695486802514,0.249820953560744,0.491652498887168,9.0553002905001
689,989,0.245231579879461,0.250114387420406,0.519297655619087,9.04186445332816
690,990,0.256055736532599,0.261093876709481,0.523871446589153,9.17199303775156
691,991,0.253182334411146,0.258689985541133,0.513712145285961,9.1706701594394
692,992,0.252902282519354,0.258863721553368,0.486211843231043,9.15437146679878
693,993,0.249862353891304,0.256608371941446,0.503422803884761,9.22159101915365
694,994,0.246064690433321,0.252810260171434,0.478570171628571,8.94846654462928
695,995,0.253134238865034,0.260233874040252,0.51347241787479,9.3160295025964
696,996,0.24814647469036,0.255975620710901,0.472471127726053,9.23491411188354
697,997,0.244666267111585,0.250731424074578,0.481587548976373,9.27482354909422
698,998,0.240586440509622,0.247248708259641,0.457224263321715,9.0521385161749
699,999,0.242482418662374,0.249135407944854,0.457968672161228,9.20917066903952
700,1000,0.238648774511781,0.245039555810722,0.457418352442179,9.13838208385152
701,1001,0.246698572749487,0.253227817379152,0.466194116479982,9.32745442125484
702,1002,0.241837751229347,0.248519403006041,0.455731410604773,9.19269660581572
703,1003,0.262642663997333,0.267935260566638,0.540416168326274,9.04562218728461
704,1004,0.252240742108641,0.257513208468742,0.520673952993566,9.03214088149139
705,1005,0.25676128472119,0.26308291936066,0.503409540688312,9.04241902624928
706,1006,0.252225028654128,0.2574948707846,0.517051138089782,9.07180262708383
707,1007,0.253702795006298,0.259173533212531,0.51604683621437,9.11409197025018
708,1008,0.267566284087323,0.274552153447389,0.501360474906907,9.21981781587476
709,1009,0.26536013609483,0.272574904246464,0.504275159029052,9.09214929430772
710,1010,0.264065177368213,0.270553051307004,0.49548588138404,9.21549615292857
711,1011,0.270017869697707,0.276324501538805,0.523253626658993,8.98980079349375
712,1012,0.259199476496329,0.266583024032222,0.502475146718405,9.15121783240625
713,1013,0.271307753876105,0.279281854442617,0.525532616135133,9.11832944764902
714,1014,0.267910015201165,0.275492683303465,0.554716723526284,9.08223320633202
715,1015,0.263324913986233,0.271711693395435,0.505787335749011,9.1815806440669
716,1016,0.259505129374874,0.267454759934499,0.51704640928834,9.07568115060327
717,1017,0.253267222849066,0.261700014183657,0.501752408811219,8.87203573907793
718,1018,0.262979537563624,0.271116271829138,0.532473645828743,9.03994390128881
719,1019,0.259366747757521,0.266759370814559,0.519560613271232,9.0114209404059
720,1020,0.263928591272118,0.27164285008895,0.534314478903417,9.2466840614215
721,1021,0.250084519986607,0.256438989559828,0.523271270719206,9.04596377168204
722,1022,0.249695220207041,0.256646929219102,0.502762711976456,9.06059168776092
723,1023,0.264818615952234,0.271353057344462,0.546570933266265,9.42268840723588
724,1024,0.240808830752487,0.245813031237503,0.487249629302867,8.66764009255454
725,1025,0.284164584582954,0.287252610471185,0.614788520596572,9.79153516876999
726,1026,0.297336544650497,0.29961945198792,0.617980156728876,9.73002298674187
727,1027,0.275913270826103,0.285012872230103,0.522064221345708,9.8340576735381
728,1028,0.291191428452392,0.295741958258825,0.60236261984441,9.68508480859127
729,1029,0.28781795425859,0.291435685952074,0.608831106426697,9.66095717537458
730,1030,0.285595569116635,0.290202248081142,0.571975378196531,9.66500252903361
731,1031,0.294569513861347,0.299003083984579,0.596491467134188,9.80907069779134
732,1032,0.303324711188624,0.308821533890796,0.610464093499677,9.78094248274318
733,1033,0.258853480499786,0.26362346917116,0.511017074291803,9.75702107599258
734,1034,0.284451196378451,0.29561453405756,0.536759441269068,10.0468870479259
735,1035,0.277170414984896,0.289742939191461,0.501955014607401,9.90773463811501
736,1036,0.26516249633479,0.272048225706272,0.496802324829202,10.0218509203716
737,1037,0.272955258715978,0.272914935880286,0.610121012257037,9.95309955516136
738,1038,0.277496926380643,0.277299352435441,0.617372165268522,10.0392088687223
739,1039,0.263744320964007,0.270564545883005,0.485226095360817,9.93926697591739
740,1040,0.286024263359671,0.286447181134145,0.638381311024802,10.1998401288298
741,1041,0.268620160185923,0.2749773536422,0.533091187593736,9.78488538184063
742,1042,0.275639181384814,0.280763346389175,0.564783967441829,9.93086169392784
743,1043,0.277715115346345,0.280797852679917,0.5735205856335,9.89485018012153
744,1044,0.264653931189984,0.271190169169797,0.492914332330243,10.0219078057868
745,1045,0.282739547941893,0.28749036980939,0.540722188916484,10.3014798495622
746,1046,0.270635324671032,0.2743720010009,0.495944538715744,10.1032261352491
747,1047,0.296351876093523,0.302108589157264,0.570453875704466,10.4144231053832
748,1048,0.286941173907505,0.293191476366518,0.521075003553902,10.4605910526121
749,1049,0.294849708855165,0.299294071442908,0.551606589368767,10.5621269005959
750,1050,0.284894490607672,0.291204627073351,0.525802332188872,10.3806542307055
751,1051,0.281397681349763,0.286470978133349,0.527231452068925,10.2856047697554
752,1052,0.300908748658094,0.308015477314512,0.584721203737035,10.4559640176223
753,1053,0.299386782812872,0.305199230611159,0.574001225958739,10.276777197065
754,1054,0.294107282055179,0.299257259863215,0.553239999350284,10.131367912163
755,1055,0.285646893820466,0.292600503312268,0.529652252779631,10.3626341445971
756,1056,0.298100470388936,0.304529850927598,0.5540193305314,10.4270186282434
757,1057,0.335210251639457,0.342749771786755,0.619323430990702,11.360109329783
758,1058,0.297273515888507,0.302781450409013,0.556889533399198,10.1453648686702
759,1059,0.292925461359763,0.29737143943126,0.577574546998414,10.8504581013735
760,1060,0.2826865570779,0.289740275505249,0.534245317838516,10.1613893848956
761,1061,0.337128875293984,0.342335183994518,0.700903632768799,11.3633214377154
762,1062,0.351804523559989,0.358497468754829,0.674968168580034,13.2304469488358
763,1063,0.347615627496086,0.347791001804322,0.760735048363385,12.0894763535698
764,1064,0.34363953965507,0.343695930805558,0.761380535163269,11.9512789485642
765,1065,0.331199162515097,0.33191675122069,0.727003897762956,11.5394097534038
766,1066,0.301503595760984,0.307188152631905,0.560240074778882,10.8995487996894
767,1067,0.287484574556315,0.292416290184378,0.540608274957993,10.4099029781857
768,1068,0.346653441026735,0.35720794961918,0.605231777610313,13.42179051732
769,1069,0.3614148634908,0.370799287508984,0.641226913701112,13.9302650886723
770,1070,0.351404307952739,0.36203472801834,0.609811993772269,13.1013928452266
771,1071,0.35800081603428,0.366912976750555,0.627273334237786,13.3626139331817
772,1072,0.363394133203452,0.372809797642816,0.626494975900313,13.8922372084579
773,1073,0.343138048481521,0.344220856328234,0.652678006233023,11.9197284137366
774,1074,0.345196946263776,0.345842795491879,0.667350032391574,12.0322960831547
775,1075,0.351326448583739,0.352091565755576,0.656256631009678,12.2854176982126
776,1076,0.339816397242522,0.341101107582703,0.659301538766299,11.9163712551398
777,1077,0.345364908498604,0.346726939817178,0.678874660467659,12.1848544046249
778,1078,0.342126314945877,0.343354204400623,0.659739526985892,11.9450266445145
779,1079,0.327167147866809,0.328230196642896,0.628052896346317,11.4916559468622
780,1080,0.339027222405663,0.341015898261866,0.649137828320817,11.7696247142326
781,1081,0.340764864839353,0.341931133786237,0.645697555395876,11.7263732140418
782,1082,0.329187432576811,0.333147208057483,0.605660999895867,11.5727873275668
783,1083,0.333028724697734,0.337469676235818,0.621861687817205,11.661220498068
784,1084,0.327065453832774,0.332171103739881,0.611441180144146,11.3544315315327
785,1085,0.338422855236489,0.342865540999716,0.628342005515093,11.7333333812463
786,1086,0.329674858879118,0.334905395938362,0.608486389489358,11.4885238676203
787,1087,0.31705479525067,0.320452683329538,0.600688108147576,11.31537888635
788,1088,0.340832246593609,0.345215326187606,0.651686952865528,12.2282527313641
789,1089,0.326765116937086,0.332134713784366,0.599927793037048,11.2317054623737
790,1090,0.310306283522433,0.318929415844101,0.583526335444632,11.1212289679198
791,1091,0.346144297971951,0.355902361226945,0.618447603473599,12.5209588989307
792,1092,0.364262587910352,0.372314107399927,0.664611260462357,13.439530085074
793,1093,0.325142290832048,0.334009552231818,0.61305158412494,11.6908736690042
794,1094,0.317481259993877,0.326503544089325,0.583448872256872,11.3604510211526
795,1095,0.316685476038824,0.327217512371289,0.54832958069142,11.5941063365223
796,1096,0.343897696415703,0.355672543128619,0.608205408571372,12.5749850217155
797,1097,0.312726375800784,0.32349279780684,0.545490680851843,11.4510764371479
798,1098,0.30825922654859,0.319835474647135,0.545154534444044,11.3984270836211
799,1099,0.393817480990141,0.407592433885976,0.676731682324828,14.5432754886739
800,1100,0.342336356955883,0.353067221559913,0.601017081462057,12.7638271278494
801,1101,0.3850097180889,0.398245483993481,0.664743271603054,14.041007286623
802,1102,0.388493453501161,0.399778541728716,0.667836730863109,14.1676788512579
803,1103,0.392146648419603,0.398761760581735,0.705048036626738,13.8425804489995
804,1104,0.337314146711564,0.347162150154851,0.589725054984353,12.3732442385248
805,1105,0.388611189932298,0.394629001927247,0.710011298800491,13.8435332247543
806,1106,0.390865560400518,0.403504852463916,0.659091834707081,14.5738367087286
807,1107,0.347514961271381,0.358838378386063,0.613306237090197,12.5795128522341
808,1108,0.357944921028584,0.365749116763067,0.66964030623016,11.9231531878349
809,1109,0.420369491481915,0.4320427549278,0.749562392520091,15.2097486185593
810,1110,0.329174658938622,0.338253530698526,0.58061592199538,11.8175826417836
811,1111,0.324962823526863,0.334087453457599,0.584770798346677,11.7942738539584
812,1112,0.326318588691726,0.336907399679118,0.574843421988644,11.7879396185621
813,1113,0.349508952739103,0.363073170208727,0.618427893879785,12.2129537979764
814,1114,0.329529636066129,0.34104943595279,0.569326493271966,11.7752716422564
815,1115,0.336584939045122,0.3474653210229,0.592540553538304,12.01851739223
816,1116,0.35204331661145,0.359079956252085,0.64007539158926,11.7915247736989
817,1117,0.34693761087493,0.355782981952545,0.653324708073498,11.5407377094009
818,1118,0.33567204568669,0.349877669520551,0.589793989503527,11.5492443316012
819,1119,0.365043739451393,0.368213035520415,0.720336798936703,11.7651217328492
820,1120,0.32675039939611,0.339292757564539,0.603385867329859,11.5962955129179
821,1121,0.329062502991679,0.340951531469181,0.626573298318109,11.938628179798
822,1122,0.357342342284123,0.366273232596826,0.734948557605115,12.2314991901549
823,1123,0.35361557443121,0.360035268996487,0.694262148319649,11.7958173160882
824,1124,0.336270483667078,0.348729044443055,0.602254074743973,11.800193697165
825,1125,0.351468813628367,0.358901372664341,0.64871857794294,11.768660412888
826,1126,0.364626133455301,0.369255398670566,0.712534510811103,11.8350558975847
827,1127,0.364038306694558,0.368320564845919,0.70312633473917,11.7396661558362
828,1128,0.364436531009867,0.367921883736469,0.678901669568456,11.9897238399688
829,1129,0.359925987835874,0.36428265294666,0.679389237856504,11.7840966213579
830,1130,0.357653697582942,0.364857618650932,0.652158604490794,12.0842266765665
831,1131,0.348399768502896,0.36358590308208,0.641578614661942,12.0222830123963
832,1132,0.334550042719486,0.349553469743159,0.615520157014433,11.987105714283
833,1133,0.36645671113771,0.372454742992036,0.715298059836766,11.9167142036797
834,1134,0.339792870666848,0.352512942880117,0.623071249205705,12.3389036177252
835,1135,0.363582421110475,0.377534917310991,0.662723054307206,13.0024007487784
836,1136,0.343073153407382,0.355333749902933,0.606158626327038,12.2360002280484
837,1137,0.348900334684812,0.360175106472086,0.625231043594635,12.6291567473346
838,1138,0.34569450585759,0.357287057059544,0.623777273336667,12.4997123053817
839,1139,0.34694008670379,0.358322273045359,0.611389310968714,12.6102086815565
840,1140,0.357242409330111,0.368995873802153,0.648055339322359,12.3418819758633
841,1141,0.34792782242719,0.360324496259782,0.614034025652991,12.7284417462213
842,1142,0.343453673238581,0.356025207849868,0.606164776032011,12.572604598229
843,1143,0.351495208744476,0.366241025337678,0.615689094008442,12.4016950205071
844,1144,0.440456788438802,0.432953043738808,0.986891844192263,14.5049008700651
845,1145,0.449051386818552,0.443614726785553,1.05038917026915,14.4295820537954
846,1146,0.435815980901831,0.442764542749425,0.969219382114632,14.4368062749673
847,1147,0.426706524657311,0.432164786660943,0.907704425899431,14.6794188753806
848,1148,0.427417369709823,0.430834432129202,0.978715487217377,14.4929790804307
849,1149,0.418789069605642,0.419196461177914,0.957212574687632,14.2726470497959
850,1150,0.440259005963911,0.439446882608609,1.03441247140683,14.9425425652154
851,1151,0.444012215368158,0.439038569566412,1.04149318512698,14.2507936912662
852,1152,0.445900393594106,0.4396749988635,1.02025143641984,14.631379779719
853,1153,0.436685395198945,0.430557942543278,1.0437656345159,14.1132601248864
854,1154,0.40934732086973,0.419421146577907,0.879842672001445,14.0366701026384
855,1155,0.394580423697575,0.402645218593474,0.892651005195896,13.7081120361629
856,1156,0.427358886563872,0.425245563807353,1.04643895246727,14.2204659978815
857,1157,0.418342441109407,0.418905678691416,0.962738473875363,14.2050368578227
858,1158,0.415892645590166,0.423761341514861,0.911032182220673,14.2392628779363
859,1159,0.41837990715062,0.425284611728081,0.950019620922748,14.5451908460912
860,1160,0.429826036673659,0.448141950128838,0.830216367871682,13.9701162191013
861,1161,0.409038589935527,0.417451542031013,0.879149134414345,13.9942522082144
862,1162,0.41760465599381,0.44233550283996,0.812376388589465,13.7751493010754
863,1163,0.389290228104106,0.410772887380069,0.745128654815486,13.2984934652559
864,1164,0.39158361506408,0.413130886510441,0.745524772594322,13.3544917321994
865,1165,0.375050115051988,0.395054423424246,0.740350068718312,12.8675408959564
866,1166,0.395353628328035,0.416333143721693,0.797380827013422,13.305592063402
867,1167,0.403236936990011,0.427114674821582,0.795587115350072,13.7882284680845
868,1168,0.416104260111038,0.443517031805539,0.757817337443793,13.4578306997728
869,1169,0.445362481220257,0.47402284805308,0.891176112859029,14.4054301408526
870,1170,0.436166649311486,0.463339403320598,0.780900236995641,14.0078789699473
871,1171,0.439082595024881,0.464445287252756,0.872520810090417,14.5245018170815
872,1172,0.432608403897267,0.457351032653634,0.861076318832473,14.2356922170963
873,1173,0.422287821484004,0.447848344431506,0.75488879272708,13.7472537966811
874,1174,0.428417360491067,0.453287341641042,0.782146617003024,13.7774991843927
875,1175,0.42870346186741,0.454603743412128,0.773271021325687,13.9856555674864
876,1176,0.45666275483291,0.483559775927671,0.881884687262015,14.7919142225525
877,1177,0.458166673607398,0.482587054908421,0.866947626248426,14.6583849705556
878,1178,0.479791742720433,0.504460077838537,0.986943867466486,15.6497181072875
879,1179,0.456903329296092,0.473856137033275,0.924072893976618,15.0850659403196
880,1180,0.453677574973834,0.480461835910159,0.833776785778613,15.0460493538294
